PERIODO,NUM_ORDEN,DEPARTAMENTO,DIVISION,INSPECTOR,SUPERVISOR,CUIT,RAZON_SOCIAL,FECHA_INICIO,FECHA_DEVOL_TRANS
1 TRIM 2014,344,EXTERNA D,I0,GUERRA MAGALI,RUBIO MARCELO,30708709227,CLEAN BAIRES SA,22/05/2014,
1 TRIM 2015,412,EXTERNA D,I0,LOPEZ GUSTAVO,RUBIO MARCELO,30708709227,CLEAN BAIRES SA,22/05/2014,01/02/2015
2 TRIM 2014,351,EXTERNA D,I0,GUERRA MAGALI,RUBIO MARCELO,30708709227,CLEAN BAIRES SA,22/05/2014,
2 TRIM 2015,420,EXTERNA D,I0,LOPEZ GUSTAVO,RUBIO MARCELO,30708709227,CLEAN BAIRES SA,22/05/2014,01/02/2015
3 TRIM 2014,373,EXTERNA D,I0,GUERRA MAGALI,RUBIO MARCELO,30708709227,CLEAN BAIRES SA,22/05/2014,
3 TRIM 2015,397,EXTERNA D,I0,LOPEZ GUSTAVO,RUBIO MARCELO,30708709227,CLEAN BAIRES SA,22/05/2014,01/02/2015
4 TRIM 2014,350,EXTERNA D,I0,GUERRA MAGALI,RUBIO MARCELO,30708709227,CLEAN BAIRES SA,22/05/2014,
2 TRIM 2015,421,EXTERNA A,I,LESCANO MONICA,GONZALEZ CLAUDIA,30504912899,CLEANOSOL ARGENTINA SA,23/06/2015,
3 TRIM 2015,398,EXTERNA A,I,LESCANO MONICA,GONZALEZ CLAUDIA,30504912899,CLEANOSOL ARGENTINA SA,23/06/2015,
2 TRIM 2015,422,CONCURSOS Y QUIEBRAS,,DOMINGUEZ MARIA LUZ,GUMUCIO HUMBERTO,27045518472,CLEMENTE DE GARCIA NORMA SUSANA,02/06/2015,
3 TRIM 2015,399,CONCURSOS Y QUIEBRAS,,DOMINGUEZ MARIA LUZ,GUMUCIO HUMBERTO,27045518472,CLEMENTE DE GARCIA NORMA SUSANA,02/06/2015,
2 TRIM 2015,423,CONCURSOS Y QUIEBRAS,,GUTIERREZ ALICIA,LENGARD CRISTINA,30654181744,CLEVERMAN SRL,28/01/2015,
3 TRIM 2014,374,CONCURSOS Y QUIEBRAS,,GUTIERREZ ALICIA,ATANIYA DIEGO,30654181744,CLEVERMAN SRL,22/09/2014,
3 TRIM 2015,400,CONCURSOS Y QUIEBRAS,,GUTIERREZ ALICIA,LENGARD CRISTINA,30654181744,CLEVERMAN SRL,01/09/2015,
4 TRIM 2014,351,CONCURSOS Y QUIEBRAS,,GUTIERREZ ALICIA,ATANIYA DIEGO,30654181744,CLEVERMAN SRL,22/09/2014,
1 TRIM 2015,413,EXTERNA A,III,BERNARDEZ CARLOS,ANTONELLI MARTA,30616222747,CLIBA INGENIERIA AMBIENTAL SA,28/10/2014,
4 TRIM 2014,352,EXTERNA A,III,BERNARDEZ CARLOS,ANTONELLI MARTA,30616222747,CLIBA INGENIERIA AMBIENTAL SA,28/10/2014,
1 TRIM 2014,345,EXTERNA D,SELLOS,PEDRO ROMINA,ALFARO NADIA,30711776598,CLICKMAGIC SA,22/07/2013,18/06/2014
1 TRIM 2015,414,EXTERNA B,IV,PEREZ GUSTAVO,ABELARDO ROMINA,30658422762,CLIENTING GROUP SA,21/07/2014,
2 TRIM 2014,352,EXTERNA B,IV,PEREZ GUSTAVO,ABELARDO ROMINA,30658422762,CLIENTING GROUP SA,21/07/2014,
2 TRIM 2015,424,EXTERNA B,IV,PEREZ GUSTAVO,ABELARDO ROMINA,30658422762,CLIENTING GROUP SA,21/07/2014,
3 TRIM 2014,375,EXTERNA B,IV,PEREZ GUSTAVO,ABELARDO ROMINA,30658422762,CLIENTING GROUP SA,21/07/2014,
3 TRIM 2015,401,EXTERNA B,IV,PEREZ GUSTAVO,ABELARDO ROMINA,30658422762,CLIENTING GROUP SA,21/07/2014,
4 TRIM 2014,353,EXTERNA B,IV,PEREZ GUSTAVO,ABELARDO ROMINA,30658422762,CLIENTING GROUP SA,21/07/2014,
1 TRIM 2014,346,EXTERNA B,V,MOSCOLONI MONICA,CAPUTO ROMINA,30628436238,CLO CLO SA,23/12/2013,
1 TRIM 2015,415,EXTERNA B,V,MOSCOLONI MONICA,CAPUTO ROMINA,30628436238,CLO CLO SA,23/12/2013,
2 TRIM 2014,353,EXTERNA B,V,MOSCOLONI MONICA,CAPUTO ROMINA,30628436238,CLO CLO SA,23/12/2013,
2 TRIM 2015,425,EXTERNA B,V,MOSCOLONI MONICA,CAPUTO ROMINA,30628436238,CLO CLO SA,23/12/2013,
3 TRIM 2014,376,EXTERNA B,V,MOSCOLONI MONICA,CAPUTO ROMINA,30628436238,CLO CLO SA,23/12/2013,
3 TRIM 2015,402,EXTERNA B,V,MOSCOLONI MONICA,CAPUTO ROMINA,30628436238,CLO CLO SA,23/12/2013,
4 TRIM 2014,354,EXTERNA B,V,MOSCOLONI MONICA,CAPUTO ROMINA,30628436238,CLO CLO SA,23/12/2013,
3 TRIM 2015,403,EXTERNA E,II,GONZALEZ LAURA,ARFUSO VIVIANA,30708327472,CLOVER LOGISTICS SRL,18/08/2015,
1 TRIM 2014,347,EXTERNA D,SELLOS,RIPOLI JORGE,CHIRICO MARIA,30526231364,CLUB ATLETICO HURACAN,18/10/2013,
2 TRIM 2014,354,EXTERNA D,SELLOS,RIPOLI JORGE,CHIRICO MARIA,30526231364,CLUB ATLETICO HURACAN,18/10/2013,
3 TRIM 2014,377,EXTERNA D,SELLOS,RIPOLI JORGE,CHIRICO MARIA,30526231364,CLUB ATLETICO HURACAN,18/10/2013,
1 TRIM 2014,348,EXTERNA D,SELLOS,MERLO CESAR,CHIRICO MARIA,30527929772,CLUB ATLETICO SAN LORENZO DE ALMAGRO,12/11/2013,
1 TRIM 2015,416,EXTERNA D,SELLOS,MERLO CESAR,BEITONE VANESA,30527929772,CLUB ATLETICO SAN LORENZO DE ALMAGRO,12/11/2013,
2 TRIM 2014,355,EXTERNA D,SELLOS,MERLO CESAR,CHIRICO MARIA,30527929772,CLUB ATLETICO SAN LORENZO DE ALMAGRO,12/11/2013,
3 TRIM 2014,378,EXTERNA D,SELLOS,MERLO CESAR,CHIRICO MARIA,30527929772,CLUB ATLETICO SAN LORENZO DE ALMAGRO,12/11/2013,
4 TRIM 2014,355,EXTERNA D,SELLOS,MERLO CESAR,CHIRICO MARIA,30527929772,CLUB ATLETICO SAN LORENZO DE ALMAGRO,12/11/2013,
1 TRIM 2015,417,EXTERNA C,VII,DELL AGNOLO FLORENCIA,BREPPE MARISA,30711479399,CLUB MONSERRAT SA,24/10/2014,
2 TRIM 2015,426,EXTERNA C,VII,DELL AGNOLO FLORENCIA,BREPPE MARISA,30711479399,CLUB MONSERRAT SA,24/10/2014,
3 TRIM 2014,379,EXTERNA C,VII,DELL AGNOLO FLORENCIA,BREPPE MARISA,30711479399,CLUB MONSERRAT SA,24/10/2014,
3 TRIM 2015,404,EXTERNA C,VII,DELL AGNOLO FLORENCIA,BREPPE MARISA,30711479399,CLUB MONSERRAT SA,24/10/2014,
4 TRIM 2014,356,EXTERNA C,VII,DELL AGNOLO FLORENCIA,BREPPE MARISA,30711479399,CLUB MONSERRAT SA,24/10/2014,
3 TRIM 2015,405,CONCURSOS Y QUIEBRAS,,GUTIERREZ ALICIA,LENGARD CRISTINA,30711448442,CM DESARROLLOS INMOBILIARIOS ARG. SA,22/09/2015,
2 TRIM 2015,427,PLANIFICACION Y SELECCION,INTERNA II,STABILE ALEJANDRO,SANZ HORACIO,33707725929,CMP ESTRUCTURAS SA,21/05/2015,
3 TRIM 2014,380,PLANIFICACION Y SELECCION,INTERNA I,ZARAGOCI SEBASTIAN,POSE LUCIANA,33707725929,CMP ESTRUCTURAS SA,28/07/2014,
3 TRIM 2015,406,PLANIFICACION Y SELECCION,INTERNA II,STABILE ALEJANDRO,BALZANO CARLOS,33707725929,CMP ESTRUCTURAS SA,21/05/2015,
4 TRIM 2014,357,PLANIFICACION Y SELECCION,INTERNA I,ZARAGOCI SEBASTIAN,POSE LUCIANA,33707725929,CMP ESTRUCTURAS SA,28/07/2014,
1 TRIM 2015,418,EXTERNA B,IV,DUJO ANDREA FABIANA,LASPINA ROXANA,30682408622,CNP ASSURANCES CIA DE SEGUROS SA,25/09/2014,
2 TRIM 2015,428,EXTERNA B,IV,DUJO ANDREA FABIANA,LASPINA ROXANA,30682408622,CNP ASSURANCES CIA DE SEGUROS SA,25/09/2014,
3 TRIM 2014,381,EXTERNA B,IV,DUJO ANDREA FABIANA,LASPINA ROXANA,30682408622,CNP ASSURANCES CIA DE SEGUROS SA,25/09/2014,
3 TRIM 2015,407,EXTERNA B,IV,DUJO ANDREA FABIANA,LASPINA ROXANA,30682408622,CNP ASSURANCES CIA DE SEGUROS SA,25/09/2014,
4 TRIM 2014,358,EXTERNA B,IV,DUJO ANDREA FABIANA,LASPINA ROXANA,30682408622,CNP ASSURANCES CIA DE SEGUROS SA,25/09/2014,
1 TRIM 2015,419,EXTERNA A,II,TRAVERSA NATALIA,ALVAREZ MARTIN,30552483304,COAFI SA,SIN INICIAR,
2 TRIM 2015,429,EXTERNA A,II,TRAVERSA NATALIA,ALVAREZ MARTIN,30552483304,COAFI SA,01/04/2015,
3 TRIM 2015,408,EXTERNA A,II,TRAVERSA NATALIA,ALVAREZ MARTIN,30552483304,COAFI SA,01/04/2015,
1 TRIM 2014,349,EXTERNA C,VIII,BERNARDO ALICIA,SANCHEZ ARIAS HILDA,27939965195,COAQUIRA ZAPATA EVA ROXANA,07/01/2014,
1 TRIM 2015,420,EXTERNA D,I0,ENTROCASSI PAOLA,MILMAN MARIANO,23180855599,COBE JOSE FABIO,16/12/2014,
4 TRIM 2014,359,EXTERNA D,I0,ENTROCASSI PAOLA,MILMAN MARIANO,23180855599,COBE JOSE FABIO,16/12/2014,
1 TRIM 2015,421,EXTERNA C,VIII,MORANO ADOLFO,SANCHEZ ARIAS HILDA,30711070725,COBENA SA,30/01/2015,
2 TRIM 2015,430,EXTERNA C,VIII,MORANO ADOLFO,SANCHEZ ARIAS HILDA,30711070725,COBENA SA,30/01/2015,
3 TRIM 2015,409,EXTERNA C,VIII,MORANO ADOLFO,SANCHEZ ARIAS HILDA,30711070725,COBENA SA,30/01/2015,
1 TRIM 2015,422,EXTERNA D,SELLOS,FAVARO LUCIANA,ALFARO NADIA,30525390086,COCA COLA FEMSA DE BUENOS AIRES SA,08/09/2014,
2 TRIM 2015,431,EXTERNA D,SELLOS,FAVARO LUCIANA,ALFARO NADIA,30525390086,COCA COLA FEMSA DE BUENOS AIRES SA,08/09/2014,
2 TRIM 2015,432,EXTERNA B,V,ZANARDI CRISTINA,BECERRA PEREZ HUGO,30525390086,COCA COLA FEMSA DE BUENOS AIRES SA,27/04/2015,
3 TRIM 2014,382,EXTERNA D,SELLOS,FAVARO LUCIANA,ALFARO NADIA,30525390086,COCA COLA FEMSA DE BUENOS AIRES SA,08/09/2014,
3 TRIM 2015,410,EXTERNA D,SELLOS,FAVARO LUCIANA,ALFARO NADIA,30525390086,COCA COLA FEMSA DE BUENOS AIRES SA,08/09/2014,
3 TRIM 2015,411,EXTERNA B,V,ZANARDI CRISTINA,BECERRA PEREZ HUGO,30525390086,COCA COLA FEMSA DE BUENOS AIRES SA,27/04/2015,
4 TRIM 2014,360,EXTERNA D,SELLOS,FAVARO LUCIANA,ALFARO NADIA,30525390086,COCA COLA FEMSA DE BUENOS AIRES SA,08/09/2014,
4 TRIM 2014,361,EXTERNA B,V,BONAVITA MARCELA,BECERRA HUGO,30525390086,COCA COLA FEMSA DE BUENOS AIRES SA,20/09/2010,11/12/2014
1 TRIM 2014,350,CONCURSOS Y QUIEBRAS,,MUNIZ CLAUDIO,GUMUCIO HUMBERTO,30710793073,COCINA SA,03/06/2014,
1 TRIM 2014,351,EXTERNA B,V,VILLACORTA MARIA,RIVERO CLAUDIA,30525563533,COCYF CIA COM Y FIN SA,17/05/2010,28/05/2014
2 TRIM 2014,356,EXTERNA B,V,VILLACORTA MARIA,RIVERO CLAUDIA,30525563533,COCYF CIA COM Y FIN SA,17/05/2010,28/05/2014
1 TRIM 2015,423,EXTERNA A,I,NOVOA NANCY,GONZALEZ CLAUDIA,30664021435,CODECOP SRL,07/10/2014,
2 TRIM 2015,433,EXTERNA A,I,NOVOA NANCY,GONZALEZ CLAUDIA,30664021435,CODECOP SRL,07/10/2014,
3 TRIM 2014,383,EXTERNA A,I,NOVOA NANCY,GONZALEZ CLAUDIA,30664021435,CODECOP SRL,07/10/2014,
3 TRIM 2015,412,EXTERNA A,I,NOVOA NANCY,GONZALEZ CLAUDIA,30664021435,CODECOP SRL,07/10/2014,
4 TRIM 2014,362,EXTERNA A,I,NOVOA NANCY,GONZALEZ CLAUDIA,30664021435,CODECOP SRL,07/10/2014,
1 TRIM 2014,352,REVISION Y CONTROL DE FISCALIZACION,,PUGLIESE ADRIANA,ALVAREZ MARTIN,30522752831,CODEFIL SACIF,20/03/2014,
2 TRIM 2014,357,EXTERNA C,VII,PUGLIESE ADRIANA,BIANCHI MARIA FERNANDA,30522752831,CODEFIL SACIF,20/03/2014,
2 TRIM 2015,434,EXTERNA A,III,BOSANO VALERIA,MARTIN CAROLINA,30599942226,CODESFIL SRL,03/07/2012,08/04/2015
3 TRIM 2015,413,EXTERNA A,III,BOSANO VALERIA,MARTIN CAROLINA,30599942226,CODESFIL SRL,03/07/2012,08/04/2015
1 TRIM 2015,424,EXTERNA C,IX,GARCIA PAOLA,COLUCCIO JORGE,30709550949,CODI SA CONEVIAL SA UTE,22/12/2014,
2 TRIM 2015,435,EXTERNA C,IX,GARCIA PAOLA,COLUCCIO JORGE,30709550949,CODI SA CONEVIAL SA UTE,22/12/2014,
3 TRIM 2015,414,EXTERNA C,IX,GARCIA PAOLA,COLUCCIO JORGE,30709550949,CODI SA CONEVIAL SA UTE,22/12/2014,
4 TRIM 2014,363,EXTERNA C,IX,GARCIA PAOLA,COLUCCIO JORGE,30709550949,CODI SA CONEVIAL SA UTE,22/12/2014,
1 TRIM 2014,353,EXTERNA A,III,COGLIOLO ANALIA,ANTONELLI MARTA,30521827765,CODIPA SA,13/01/2014,
2 TRIM 2014,358,EXTERNA A,III,COGLIOLO ANALIA,ANTONELLI MARTA,30521827765,CODIPA SA,13/01/2014,
3 TRIM 2014,384,EXTERNA A,III,COGLIOLO ANALIA,ANTONELLI MARTA,30521827765,CODIPA SA,13/01/2014,
1 TRIM 2014,354,OPERATIVOS,C,SALDANERI GISELLA,VALDEZ RAUL,20113521733,COHEN DANIEL,20/12/2013,
1 TRIM 2015,425,EXTERNA F,B,SALDANERI GISELLA,,20113521733,COHEN DANIEL,20/12/2013,
2 TRIM 2014,359,EXTERNA F,B,SALDANERI GISELLA,VALDEZ RAUL,20113521733,COHEN DANIEL,20/12/2013,
2 TRIM 2015,436,EXTERNA F,B,SALDANERI GISELLA,POLICANO ANTONIO,20113521733,COHEN DANIEL,20/12/2013,
3 TRIM 2014,385,EXTERNA F,B,SALDANERI GISELLA,VALDEZ RAUL,20113521733,COHEN DANIEL,20/12/2013,
4 TRIM 2014,364,EXTERNA F,B,SALDANERI GISELLA,VALDEZ RAUL,20113521733,COHEN DANIEL,20/12/2013,
1 TRIM 2015,426,OPERATIVOS,A,AROZTEGUI PATRICIA,BARBAGELATA RODOLFO,27248821499,COHEN ESTHER JACQUELINE,21/10/2014,
2 TRIM 2015,437,OPERATIVOS,A,AROZTEGUI PATRICIA,BARBAGELATA RODOLFO,27248821499,COHEN ESTHER JACQUELINE,21/10/2014,
3 TRIM 2014,386,OPERATIVOS,A,AROZTEGUI PATRICIA,BARBAGELATA RODOLFO,27248821499,COHEN ESTHER JACQUELINE,21/10/2014,
3 TRIM 2015,415,OPERATIVOS,A,AROZTEGUI PATRICIA,BARBAGELATA RODOLFO,27248821499,COHEN ESTHER JACQUELINE,21/10/2014,
4 TRIM 2014,365,OPERATIVOS,A,AROZTEGUI PATRICIA,BARBAGELATA RODOLFO,27248821499,COHEN ESTHER JACQUELINE,21/10/2014,
1 TRIM 2014,355,OPERATIVOS,C,DILEO VICTORIA,VALDEZ RAUL,20175728512,COHEN GUSTAVO,13/12/2013,
1 TRIM 2014,356,PLANIFICACION Y SELECCION,B,JULIO MARIANA,POSE LUCIANA,23043565559,COHEN ISAC JOSE,17/02/2014,
2 TRIM 2014,360,PLANIFICACION Y SELECCION,INTERNA I,JULIO MARIANA,POSE LUCIANA,23043565559,COHEN ISAC JOSE,17/02/2014,
3 TRIM 2014,387,PLANIFICACION Y SELECCION,INTERNA I,JULIO MARIANA,POSE LUCIANA,23043565559,COHEN ISAC JOSE,17/02/2014,
4 TRIM 2014,366,PLANIFICACION Y SELECCION,INTERNA I,JULIO MARIANA,POSE LUCIANA,23043565559,COHEN ISAC JOSE,17/02/2014,
1 TRIM 2014,357,EXTERNA A,I,TUSTANOSKI MARCELO,AIELLO EDUARDO,30641201886,COINPLAST SRL,02/12/2013,
2 TRIM 2014,361,EXTERNA A,I,TUSTANOSKI MARCELO,AIELLO EDUARDO,30641201886,COINPLAST SRL,02/12/2013,
3 TRIM 2014,388,EXTERNA A,I,TUSTANOSKI MARCELO,AIELLO EDUARDO,30641201886,COINPLAST SRL,02/12/2013,
1 TRIM 2014,358,EXTERNA C,IX,ARRIETA SILVIA,TRICOTTI GABRIELA,30709258717,COINSA CONSTRUCCIONES SA,15/10/2013,
2 TRIM 2014,362,EXTERNA C,IX,ARRIETA SILVIA,TRICOTTI GABRIELA,30709258717,COINSA CONSTRUCCIONES SA,15/10/2013,
3 TRIM 2015,416,CONCURSOS Y QUIEBRAS,,ALSAMORA ALBERTO,ATANIYA DIEGO,33711009359,COLALAO DEL VALLE SA,12/08/2015,
3 TRIM 2015,417,CONCURSOS Y QUIEBRAS,,"FERNANDEZ VAQUERA, B",LENGARD CRISTINA,30708743476,COLISEO DE LAS CARNES SRL,22/09/2015,
1 TRIM 2014,359,OPERATIVOS,C,VAZQUEZ CLAUDIO,ZELVYS SERGIO,20209094992,COLLACCELI LUIS MARIANO,21/03/2013,
1 TRIM 2015,427,EXTERNA F,B,VAZQUEZ CLAUDIO,ZELVYS SERGIO,20209094992,COLLACCELI LUIS MARIANO,21/03/2013,
2 TRIM 2014,363,EXTERNA F,B,VAZQUEZ CLAUDIO,ZELVYS SERGIO,20209094992,COLLACCELI LUIS MARIANO,21/03/2013,
2 TRIM 2015,438,EXTERNA F,B,VAZQUEZ CLAUDIO,ZELVYS SERGIO,20209094992,COLLACCELI LUIS MARIANO,21/03/2013,
3 TRIM 2014,389,EXTERNA F,B,VAZQUEZ CLAUDIO,ZELVYS SERGIO,20209094992,COLLACCELI LUIS MARIANO,21/03/2013,
1 TRIM 2014,360,EXTERNA C,IX,CORREA GUSTAVO,SANTORA ALEJANDRO,30687750493,COLLINS AUTOMOTORES SA,27/12/2011,01/10/2012
2 TRIM 2014,364,EXTERNA C,IX,CORREA GUSTAVO,SANTORA ALEJANDRO,30687750493,COLLINS AUTOMOTORES SA,27/12/2011,01/10/2012
3 TRIM 2014,390,EXTERNA C,IX,CORREA GUSTAVO,SANTORA ALEJANDRO,30687750493,COLLINS AUTOMOTORES SA,27/12/2011,01/10/2012
4 TRIM 2014,367,EXTERNA C,IX,CORREA GUSTAVO,SANTORA ALEJANDRO,30687750493,COLLINS AUTOMOTORES SA,27/12/2011,01/10/2012
1 TRIM 2015,428,NORMAS Y MANUALES DE FISCALIZACION,EQUIPO A,BENAVIDEZ MIRNA SAMANTA,CEREZO MARCELA,30520760535,COLOMBO Y MAGLIANO SA,30/04/2014,
2 TRIM 2014,365,NORMAS Y MANUALES DE FISCALIZACION,EQUIPO A,BENAVIDEZ MIRNA SAMANTA,CEREZO MARCELA,30520760535,COLOMBO Y MAGLIANO SA,30/04/2014,
2 TRIM 2015,439,NORMAS Y MANUALES DE FISCALIZACION,EQUIPO A,BENAVIDEZ MIRNA SAMANTA,CEREZO MARCELA,30520760535,COLOMBO Y MAGLIANO SA,30/04/2014,
3 TRIM 2014,391,NORMAS Y MANUALES DE FISCALIZACION,EQUIPO A,BENAVIDEZ MIRNA SAMANTA,CEREZO MARCELA,30520760535,COLOMBO Y MAGLIANO SA,30/04/2014,
3 TRIM 2015,418,NORMAS Y MANUALES DE FISCALIZACION,EQUIPO A,BENAVIDEZ MIRNA SAMANTA,CEREZO MARCELA,30520760535,COLOMBO Y MAGLIANO SA,30/04/2014,
4 TRIM 2014,368,NORMAS Y MANUALES DE FISCALIZACION,EQUIPO A,BENAVIDEZ MIRNA SAMANTA,CEREZO MARCELA,30520760535,COLOMBO Y MAGLIANO SA,30/04/2014,
1 TRIM 2015,429,PUBLICIDAD REG SIMPL Y OPERATIVOS,B,CALZONE SERGIO,ALVAREZ PABLO,30561625960,COLOMBRARO HNOS SCA,03/03/2015,
2 TRIM 2015,440,PUBLICIDAD REG SIMPL Y OPERATIVOS,B,CALZONE SERGIO,ALVAREZ PABLO,30561625960,COLOMBRARO HNOS SCA,03/03/2015,
3 TRIM 2015,419,PUBLICIDAD REG SIMPL Y OPERATIVOS,B,CALZONE SERGIO,ALVAREZ PABLO,30561625960,COLOMBRARO HNOS SCA,03/03/2015,
1 TRIM 2014,361,PLANIFICACION Y SELECCION,B,JULIO MARIANA,POSE LUCIANA,30691618389,COLOPLAST DE ARGENTINA SA,24/01/2014,
1 TRIM 2015,430,PLANIFICACION Y SELECCION,INTERNA I,JULIO MARIANA,POSE LUCIANA,30691618389,COLOPLAST DE ARGENTINA SA,24/01/2014,
1 TRIM 2015,431,PLANIFICACION Y SELECCION,INTERNA I,JULIO MARIANA,POSE LUCIANA,30691618389,COLOPLAST DE ARGENTINA SA,18/07/2014,
2 TRIM 2014,366,PLANIFICACION Y SELECCION,INTERNA I,JULIO MARIANA,POSE LUCIANA,30691618389,COLOPLAST DE ARGENTINA SA,24/01/2014,
2 TRIM 2014,367,PLANIFICACION Y SELECCION,INTERNA I,JULIO MARIANA,POSE LUCIANA,30691618389,COLOPLAST DE ARGENTINA SA,18/07/2014,
2 TRIM 2015,441,PLANIFICACION Y SELECCION,INTERNA I,JULIO MARIANA,POSE LUCIANA,30691618389,COLOPLAST DE ARGENTINA SA,18/07/2014,
3 TRIM 2014,392,PLANIFICACION Y SELECCION,INTERNA I,JULIO MARIANA,POSE LUCIANA,30691618389,COLOPLAST DE ARGENTINA SA,24/01/2014,
3 TRIM 2014,393,PLANIFICACION Y SELECCION,INTERNA I,JULIO MARIANA,POSE LUCIANA,30691618389,COLOPLAST DE ARGENTINA SA,18/07/2014,
3 TRIM 2015,420,PLANIFICACION Y SELECCION,INTERNA I,JULIO MARIANA,POSE LUCIANA,30691618389,COLOPLAST DE ARGENTINA SA,18/07/2014,
4 TRIM 2014,369,PLANIFICACION Y SELECCION,INTERNA I,JULIO MARIANA,POSE LUCIANA,30691618389,COLOPLAST DE ARGENTINA SA,24/01/2014,
4 TRIM 2014,370,PLANIFICACION Y SELECCION,INTERNA I,JULIO MARIANA,POSE LUCIANA,30691618389,COLOPLAST DE ARGENTINA SA,18/07/2014,
1 TRIM 2015,432,EXTERNA C,IX,VUOTTO GUSTAVO,SANTORA ALEJANDRO,30600802735,COLORTEX SA,30/06/2014,
2 TRIM 2014,368,EXTERNA C,IX,VUOTTO GUSTAVO,SANTORA ALEJANDRO,30600802735,COLORTEX SA,30/06/2014,
2 TRIM 2015,442,EXTERNA C,IX,VUOTTO GUSTAVO,SANTORA ALEJANDRO,30600802735,COLORTEX SA,30/06/2014,
3 TRIM 2014,394,EXTERNA C,IX,VUOTTO GUSTAVO,SANTORA ALEJANDRO,30600802735,COLORTEX SA,30/06/2014,
4 TRIM 2014,371,EXTERNA C,IX,VUOTTO GUSTAVO,SANTORA ALEJANDRO,30600802735,COLORTEX SA,30/06/2014,
3 TRIM 2015,421,EXTERNA C,IX,AGUIRRE FLAVIA,SANTORA ALEJANDRO,33711696259,COLTUR SA,21/09/2015,
1 TRIM 2014,362,EXTERNA E,I,BERNUES PLINIO,D'AMICO VANINA,30568642186,COLZANI Y ASOCIADOS SA,31/01/2014,
1 TRIM 2015,433,EXTERNA E,I,BERNUES PLINIO,D'AMICO VANINA,30568642186,COLZANI Y ASOCIADOS SA,31/01/2014,
2 TRIM 2014,369,EXTERNA E,I,BERNUES PLINIO,D'AMICO VANINA,30568642186,COLZANI Y ASOCIADOS SA,31/01/2014,
2 TRIM 2015,443,EXTERNA E,I,BERNUES PLINIO,D'AMICO VANINA,30568642186,COLZANI Y ASOCIADOS SA,31/01/2014,
3 TRIM 2014,395,EXTERNA E,I,BERNUES PLINIO,D'AMICO VANINA,30568642186,COLZANI Y ASOCIADOS SA,31/01/2014,
3 TRIM 2015,422,EXTERNA E,I,BERNUES PLINIO,D'AMICO VANINA,30568642186,COLZANI Y ASOCIADOS SA,07/02/2014,
4 TRIM 2014,372,EXTERNA E,I,BERNUES PLINIO,D'AMICO VANINA,30568642186,COLZANI Y ASOCIADOS SA,31/01/2014,
1 TRIM 2014,363,EXTERNA E,I,FERREIRO NESTOR,PATANE ALICIA,30711054428,COMENFAR SA,04/06/2014,
3 TRIM 2015,423,CONCURSOS Y QUIEBRAS,,"RODRIGUEZ, MONICA",LENGARD CRISTINA,30696899459,COMENSE SA,16/09/2015,
2 TRIM 2015,444,EXTERNA B,IV,ALEGRE PAOLA,LASPINA ROXANA,30707021426,COMERCIAL DE TURISMO SA,28/04/2015,
3 TRIM 2015,424,EXTERNA B,IV,ALEGRE PAOLA,LASPINA ROXANA,30707021426,COMERCIAL DE TURISMO SA,28/04/2015,
1 TRIM 2014,364,REVISION Y CONTROL DE FISCALIZACION,,VALENZUELA EMMANUEL,ALVAREZ MARTIN,30550343025,COMERCIAL E INDUSTRIAL FACE SAFIAM,08/08/2013,
2 TRIM 2014,370,EXTERNA C,VII,VALENZUELA EMMANUEL,BIANCHI MARIA FERNANDA,30550343025,COMERCIAL E INDUSTRIAL FACE SAFIAM,08/08/2013,
3 TRIM 2014,396,EXTERNA C,VII,VALENZUELA EMMANUEL,BIANCHI MARIA FERNANDA,30550343025,COMERCIAL E INDUSTRIAL FACE SAFIAM,08/08/2013,
2 TRIM 2015,445,EXTERNA C,VIII,MOYA PATRICIA,GONIONDZKY SILVINA,30711656231,COMERCIALIZADORA BIDA SRL,23/10/2014,24/04/2015
3 TRIM 2014,397,EXTERNA C,VIII,MOYA PATRICIA,GONIONDZKY SILVINA,30711656231,COMERCIALIZADORA BIDA SRL,23/10/2014,
3 TRIM 2015,425,CONCURSOS Y QUIEBRAS,,RODRIGUEZ ROBERTO,GUMUCIO HUMBERTO,30711656231,COMERCIALIZADORA BIDA SRL,21/07/2015,
3 TRIM 2015,426,EXTERNA C,VIII,MOYA PATRICIA,GONIONDZKY SILVINA,30711656231,COMERCIALIZADORA BIDA SRL,23/10/2014,24/04/2015
3 TRIM 2015,427,EXTERNA B,V,NIEMES GUILLERMO,CAPUTO ROMINA,30711322236,COMERCIALIZADORA DE METALES PRECIOSOS SA,18/09/2015,
2 TRIM 2014,371,EXTERNA A,III,LIPARI GLADYS,PETRELLA ANTONIO,30712254765,COMERCIALIZADORA PAMPA SA,24/07/2014,
3 TRIM 2014,398,EXTERNA A,III,LIPARI GLADYS,PETRELLA ANTONIO,30712254765,COMERCIALIZADORA PAMPA SA,24/07/2014,
3 TRIM 2015,428,CONCURSOS Y QUIEBRAS,,COTELLA CLAUDIA,LENGARD CRISTINA,30709876984,COMETAL ESTRUCTURAS SA,22/09/2015,
1 TRIM 2014,365,EXTERNA B,VI,"RUIZ, DANIEL ALBERTO",FIORENZA GUSTAVO,33635879799,COMEXIM ARGENTINA SA,16/03/2012,04/06/2013
